created_at,user,text
created_at,author_id,text
2025-03-31 04:10:53+00:00,3186601492,RT @moh_ai_r: The Eiffel Tower #mohair #mohairsweater #angora #angorasweater #wool #woolsweater #fluffy #fluffysweater #fuzzy #fuzzysweater…
2025-03-31 04:10:53+00:00,2213637488,"RT @ThebilalSEO: Pinterest + ChatGPT = $19,845 Monthly

And I can prove it works in next 4 sec.

I'm running 6 Pinterest blogs that generat…"
2025-03-31 04:10:53+00:00,2962828127,"I use deep research instead of google. Cross reference between grok, perplexity and openai each time. 

I'm able to distill the results to really find what I'm after. I wouldn't even be able to get this info if I searched it from Google. 

I haven't used Google today."
2025-03-31 04:10:52+00:00,3382,Spent the day writing. It felt like a year of thinking in one day. Wrote nonstop. Biggest reason was because deep research that used to take days now takes minutes with ChatGPT.
2025-03-31 04:10:52+00:00,725123575,"HOW ARE YOU
@Ammo_AI #AI #ammo"
2025-03-31 04:10:52+00:00,1197852186950062080,看到莫名奇妙的文，看到台文就不爽到公審，而且還要問過ChatGPT 才知道自己不爽的點在哪？ https://t.co/ak4Rv2lMAx
2025-03-31 04:10:51+00:00,1362194594318987267,"RT @BARA_IMPACT: ⚫️ CAPITANO ⚫️

Reviving my captain🖤💦💦

⚫️ [EXTRA] ⚫️

❤️ —&gt; 🔂 —&gt; 👤

#Capitano #GenshinImpact #genshintwt #genshin #Natlan…"
2025-03-31 04:10:50+00:00,1871546454411497472,"RT @thefernandocz: Elon Musk just declared war on every AI company.

His $80B company, xAI, just bought X for $33B...

And he now has the O…"
2025-03-31 04:10:50+00:00,1070091553505345537,@theFLmanDanmufc @Awk20000 @Twitch @HasanabiProd @OpenAI @YouTube @Dexerto @DramaAlert @MuseumModernArt That art looks human made to you?
2025-03-31 04:10:48+00:00,3311119022,"@Keilalalal_ pidele a chatgpt pa que te complicas, solo lee y memoriza lo que te diga; es literalmente hacer una investigación xd"
2025-03-31 04:10:48+00:00,1906551354870382592,"Simulation theory is overdone and ripe for innovation.
Cool twist - our reality is training data for a Lovecraftian AGI.

@sama @OpenAI #artificalintelligence https://t.co/Xm70G8XsMT"
2025-03-31 04:10:47+00:00,1844354063594553346,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:47+00:00,1744002915348471808,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:46+00:00,1887947682637037568,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:44+00:00,1337460335721275394,RT @RawDaddies: #nsfw #videoai #fuck #bear #grandpa #silverdaddy #fat #chubby #daddy #daddybear #mature #dilf #oldman #gay #cock #penis #st…
2025-03-31 04:10:44+00:00,1884385483712782340,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:44+00:00,4710785415,RT @DiamondsChest: AI slop “artists” trying to draw in the Ghibli art style after ChatGPT’s processors blow up https://t.co/AySrnVSNLW
2025-03-31 04:10:42+00:00,1178510677763182592,"#MyTradingPet #EURJPY - BUY at 161.325:

-Near trend line at 161.250 (h4)
-Near strong support at 161.200 (h4)
-Bullish STOCH divergence detected (H1)
-Near b...

Visit https://t.co/t0azzSpeGX for more!

*trading involves risk
#forexsignals #forex #trading #Daytrading #AI"
2025-03-31 04:10:42+00:00,1844165447312384001,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:42+00:00,1586872959536451584,@alberthall78 No Grok está aquí en X la IA de X también los hace chatgpt pero sólo te da dos de regalo.
2025-03-31 04:10:42+00:00,1868754305269772288,"RT @JrMoneyGetting: they’re comparing chatgpt to knowing your way around fl studio, we’re cooked"
2025-03-31 04:10:41+00:00,1233336097498812416,"@sanabe3104 雑学特化のショート動画タイトル作成GPTs

雑学王のバズるタイトルコール
https://t.co/6PTtkGlibs

〈使い方〉
https://t.co/qoNBhZHIe9

━━━━━━━━━━━━
またお知らせがあります🎁
━━━━━━━━━━━━
3日間限定で実施します。

2025年YouTube非属人生で月100稼ぐ勉強会"
2025-03-31 04:10:41+00:00,1418434518336217089,@NEOGAL_rion それをchatGPTくんに聞くとそれっぽい答えが返ってくとおもふヨ
2025-03-31 04:10:41+00:00,949917707717165056,"RT @abroader15: AI使えば写真からアニメも簡単につくれる

❶ 写真をえらぶ
❷ ChatGPTで「アニメ風」にする
❸ Kling 1.6で自動で静止画→動画
❹ VLLOでつなげる

↓リプ欄にジブリ風の作り方の参照 https://t.co/PJTASwr…"
2025-03-31 04:10:40+00:00,1738914764863205376,RT @sapphomiya: god i wish this chatgpt shit would shut down for good
2025-03-31 04:10:40+00:00,4078650329,RT @earringdealer1: more tweets like these on my tl until they outnumber the chatgpt ones n I’m so serious twin
2025-03-31 04:10:40+00:00,2962828127,"I used deep research instead of google. Cross reference between grok, perplexity and openai each time. 

I'm able to distill the results to really find what I'm after. I wouldn't even be able to get this info if I searched it from Google. 

I haven't used Google today."
2025-03-31 04:10:40+00:00,405887943,"Literalmente OpenAI está lucrando a base del uso no autorizado de estilo de animación de Studio-Ghibli bajo su chatbot de ChatGPT versión de paga, han clonando estilo, violando los derechos de autoría. ¿No?"
2025-03-31 04:10:39+00:00,1841002144411107328,"RT @gigazine: ChatGPTのジブリミームは政治化しており「ghiblifying(ジブリ化)」という言葉まで使われるようになっている
https://t.co/r9ZDwoqHZv"
2025-03-31 04:10:38+00:00,1583829655534329858,"Exciting times ahead with #Mozo. Join our Web3 #AI community! @Mozo_xyz
   https://t.co/42GFETRk6p"
2025-03-31 04:10:38+00:00,389299548,"RT @AlmaMiaEcu: Lo que dice ChatGPT sobre la cena.

1. No fue una reunión oficial bilateral

La imagen original muestra claramente que Dani…"
2025-03-31 04:10:38+00:00,709093734,"https://t.co/sC8oV61Dz8

Can you file a copyright complaint for yourself? 💀 https://t.co/FvElMTH35E https://t.co/HX1OwnpAQc"
2025-03-31 04:10:37+00:00,3123860465,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:37+00:00,1865246804994068480,"RT @WhiteTamar1: Wow #GDRAGON Official light stick app even ranking #3 most popular app just behind chatgpt and Naver. 
The G-Dragon daisy…"
2025-03-31 04:10:36+00:00,55817502,RT @yushibraindumps: bhai instagram kholte se hi chatgpt ki ghibli image ki duniya me chali jaati hu
2025-03-31 04:10:36+00:00,2268285548,"RT @thefernandocz: Elon Musk just declared war on every AI company.

His $80B company, xAI, just bought X for $33B...

And he now has the O…"
2025-03-31 04:10:36+00:00,716969188900741120,"RT @kasuga391: 「人工知能に思考や感情を経験する主体となる自我はあるのか？」という話題についてChatGPTと対話してたら、なんか興味深い反応が得られたので、動画化してニコ動に投稿してみました。
5年ぶりの動画作成で、初ボイロ動画です。
https://t.co/…"
2025-03-31 04:10:36+00:00,848626950046404621,"RT @hoshifyyy: “hey grok” “i use chatgpt as-” “studio ghibli ai”
https://t.co/GC6h1ToDAK"
2025-03-31 04:10:35+00:00,1753156951486189568,RT @neongenefut: Não ironicamente isso ficou mto mais foda que a IA lá do ChatGPT do Studio ghlibi
2025-03-31 04:10:35+00:00,1823584941323796480,"RT @nhk_kouhaku: 📣 #みんなのベスト紅白
放送100年スペシャル ❗️🟢🔵

見逃し配信は明日まで😳https://t.co/xHIAK2WX81

放送で見逃せないポイントを
#AI さん #上白石萌音 さんが語ります💬

お二人は朝ドラ #カムカムエヴリバ…"
2025-03-31 04:10:33+00:00,1164826449326399493,RT @DiamondsChest: AI slop “artists” trying to draw in the Ghibli art style after ChatGPT’s processors blow up https://t.co/AySrnVSNLW
2025-03-31 04:10:33+00:00,1668936118769946624,RT @louisescomet: MARAH BANGET NAJIS BISA BISANYA LU BIKIN ARTIKEL SOURCE NYA CHATGPT???? CHATGPT???!!!!! https://t.co/j1OtpkXHV5
2025-03-31 04:10:33+00:00,2397534567,"@_MLFootball @USC_Nico @FightOnRusty @JAYChi_Bears @IrishBearsShow @HGrahamNFL @KruseSports_ @thekapman @BarstoolBigCat Why are you out here lying? I asked ChatGPT and it said it was too soon to tell but if they had to make a prediction it would be Lamar, Allen, Pat and then Burrow. Click bait!!"
2025-03-31 04:10:33+00:00,1824540710705430528,@justimha_ ChatGPT
2025-03-31 04:10:32+00:00,1399552453054369792,25いいね！ | ChatGPTの絵から3Dモデルの部品を大量生成する。 by @yanosen_jp https://t.co/R43Sm4SFn2 https://t.co/zBztnUyf9d
2025-03-31 04:10:32+00:00,1888061236711190528,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:31+00:00,1423601455403921412,I got these thoughts and these keep coming to my mind as I am going into this rabbit hole of AI vs Human. This was the whole brainstorming which I had with AI : https://t.co/9Xw1UgbgmV
2025-03-31 04:10:31+00:00,876852355005898752,"La gente ignora la gran cantidad de recursos que utiliza #ChatGPT y otros lo saben, pero les importa una mierda.

Las IAs son una buena herramienta, pero solo se usan para pendejadas y para cosas innecesarias.
El apocalipsis es cada día más esperanzador."
2025-03-31 04:10:30+00:00,819707593413300224,RT @earringdealer1: more tweets like these on my tl until they outnumber the chatgpt ones n I’m so serious twin
2025-03-31 04:10:30+00:00,1387405165339332609,RT @euaugustoxavier: @0C0RV0 ChatGpt: https://t.co/Whl92W764n
2025-03-31 04:10:29+00:00,66239214,"RT @henics_m: 日本語訳
「ジブリ効果はAIの著作権論争であるだけでなく、何千もの新しい個人画像にアクセスするためのOpenAIのPRトリックでもあることにほとんどの人が気づいていません。」

ジブリ風自画像アイコンを作るためにアップロードされたあなたの写真は、これ…"
2025-03-31 04:10:28+00:00,1373620818664595463,"After 2 days of effort and using all the capabilities of #ai i failed to fix the bug, which got fixed by reading 15 min of doc 🙂."
2025-03-31 04:10:26+00:00,161127226,"RT @fi56622380: 就像OpenAI的Hyung说的，AI领域有一个非常特别的反直觉性质决定了，算力将一直是瓶颈

把时间线拉长，过去几十年的AI发展历史来看，更复杂的架构往往在短期的表现很好，但是更长期的决定性因素一定是算力(scaling)提升之后用更简单的架构…"
2025-03-31 04:10:25+00:00,1869684984489050112,"RT @CESS_Storage: The #CESS Space is happening NOW! https://t.co/dmX6YsrbTf

Join us for a dynamic conversation on Building the Future of W…"
2025-03-31 04:10:25+00:00,770879509574799361,"RT @nodenodenode1: スタジオジブリが巨大AI企業OpenAIを訴える可能性、法律専門家が警告

「可愛いフィルター」で爆発的人気を集めた機能が著作権侵害の疑い

宮崎駿監督は以前、AIアニメを「命への侮辱」と呼んでいた...

つづく↓ https://t.c…"
2025-03-31 04:10:25+00:00,481677894,"RT @nodenodenode1: スタジオジブリが巨大AI企業OpenAIを訴える可能性、法律専門家が警告

「可愛いフィルター」で爆発的人気を集めた機能が著作権侵害の疑い

宮崎駿監督は以前、AIアニメを「命への侮辱」と呼んでいた...

つづく↓ https://t.c…"
2025-03-31 04:10:24+00:00,23576890,RT @ASMEJournals: Incremental machine learning-integrated #blockchain for real-time security protection in cyber-enabled #manufacturing sys…
2025-03-31 04:10:24+00:00,1071285220576378882,"DeepSeek
با ۵۲۵ میلیون مراجعه کننده در ماه گذشته ChatGPT را پشت سر گذاشت https://t.co/jV07Vghbxz"
2025-03-31 04:10:24+00:00,1668879130446938113,"AIによるコードレビューの可能性と課題を検証！
AIに明確な指示を与えることで品質向上に役立つ一方、精度の限界も。エンジニアとAIの協働によるコードレビューの最適な活用方法について解説しました。
https://t.co/dhFC3lGQnn
#AIコードレビュー #ソフトウェア開発 #ChatGPT"
2025-03-31 04:10:24+00:00,1423601455403921412,"Everyone seems to use AI tools like ChatGPT to simplify tasks. If employees boost productivity with AI, wouldn't companies naturally reduce human roles to cut costs?"
